Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
2287,Daniele Rugani,it ITA,DF,Juventus,it Serie A,31.0,1994,6,3,250,2.8,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2287,it ITA,DF,it Serie A,31,1994,2.8,0,0,0,,0.00,0.00,,,0,0,2844,it ITA,DF,it Serie A,31,1994,6,250,42,7.3,2.8,3,71,0,3,13,7,1.83,2,3,-1,-0.36,-1.15,2287,it ITA,DF,it Serie A,31,1994,2.8,0,0,0,2,0,0,0,5,3,0
2288,Matteo Ruggeri,it ITA,DF,Atlético Madrid,es La Liga,23.0,2002,26,20,1774,19.7,0,3,3,0,0,0,4,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,2288,it ITA,DF,es La Liga,23,2002,19.7,0,5,2,40.0,0.25,0.10,0.00,0.00,0,0,2845,it ITA,DF,es La Liga,23,2002,26,1774,68,51.9,19.7,20,81,13,6,27,11,1.69,33,23,+10,+0.51,+0.07,2288,it ITA,DF,es La Liga,23,2002,19.7,4,0,0,28,2,1,86,20,23,0
2289,Aitor Ruibal,es ESP,"DF,MF",Real Betis,es La Liga,29.0,1996,27,20,1808,20.1,4,2,6,4,0,0,6,1,0.30,,,,,,,,,,,,,,,,,,,,,,,,,2289,es ESP,"DF,MF",es La Liga,29,1996,20.1,4,31,12,38.7,1.54,0.60,0.13,0.33,0,0,2846,es ESP,"DF,MF",es La Liga,29,1996,27,1808,67,52.9,20.1,20,80,9,7,29,4,1.67,30,21,+9,+0.45,+0.34,2289,es ESP,"DF,MF",es La Liga,29,1996,20.1,6,1,1,32,25,1,31,20,32,0
2290,Abel Ruiz,es ESP,FW,Girona,es La Liga,25.0,2000,9,0,187,2.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2290,es ESP,FW,es La Liga,25,2000,2.1,0,5,1,20.0,2.41,0.48,0.00,0.00,0,0,2847,es ESP,FW,es La Liga,25,2000,9,187,21,5.5,2.1,0,,0,9,21,11,1.44,3,0,+3,+1.44,+1.97,2290,es ESP,FW,es La Liga,25,2000,2.1,0,0,0,2,1,1,2,1,1,0
2291,Fabián Ruiz Peña,es ESP,MF,Paris Saint-Germain,fr Ligue 1,29.0,1996,20,13,1131,12.6,1,4,5,1,0,0,2,0,0.40,,,,,,,,,,,,,,,,,,,,,,,,,2291,es ESP,MF,fr Ligue 1,29,1996,12.6,1,19,4,21.1,1.51,0.32,0.05,0.25,0,0,2848,es ESP,MF,fr Ligue 1,29,1996,20,1131,57,37.0,12.6,13,74,6,7,24,0,2.30,26,12,+14,+1.11,-0.33,2291,es ESP,MF,fr Ligue 1,29,1996,12.6,2,0,0,2,3,2,21,17,11,0
2292,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,33.0,1992,29,29,2610,29.0,0,0,0,0,0,0,3,0,0.00,148,ar ARG,GK,fr Ligue 1,33,1992,29,29,2610,29.0,34,1.17,105,76,72.4,15,5,9,8,27.6,6,5,0,1,2292,ar ARG,GK,fr Ligue 1,33,1992,29.0,0,1,0,0.0,0.03,0.00,0.00,,0,0,2849,ar ARG,GK,fr Ligue 1,33,1992,29,2610,90,85.3,29.0,29,90,29,0,,3,1.77,53,35,+18,+0.62,+0.62,2292,ar ARG,GK,fr Ligue 1,33,1992,29.0,3,0,0,1,14,0,0,0,0,0
2293,Iñaki Rupérez,es ESP,DF,Real Sociedad,es La Liga,22.0,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2293,es ESP,DF,es La Liga,22,2003,0.0,0,0,0,,0.00,0.00,,,0,0,2850,es ESP,DF,es La Liga,22,2003,1,1,1,0.0,0.0,0,,0,1,1,0,1.00,0,0,0,0.00,+0.05,2293,es ESP,DF,es La Liga,22,2003,0.0,0,0,0,0,0,0,0,0,0,0
2294,Jacen Russell-Rowe,ca CAN,FW,Toulouse,fr Ligue 1,22.0,2002,13,5,472,5.2,1,0,1,1,0,0,0,0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,2294,ca CAN,FW,fr Ligue 1,22,2002,5.2,1,11,4,36.4,2.10,0.76,0.09,0.25,0,0,2851,ca CAN,FW,fr Ligue 1,22,2002,13,472,36,15.4,5.2,5,64,0,8,19,1,1.08,7,10,-3,-0.57,-0.71,2294,ca CAN,FW,fr Ligue 1,22,2002,5.2,0,0,0,9,1,1,3,1,3,0
2295,Georginio Rutter,fr FRA,"MF,FW",Brighton,eng Premier League,23.0,2002,32,20,1786,19.8,3,3,6,3,0,0,2,0,0.30,,,,,,,,,,,,,,,,,,,,,,,,,2295,fr FRA,"MF,FW",eng Premier League,23,2002,19.8,3,42,14,33.3,2.12,0.71,0.07,0.21,0,0,2852,fr FRA,"MF,FW",eng Premier League,23,2002,32,1786,56,52.2,19.8,20,78,4,12,19,4,1.38,27,20,+7,+0.35,+0.41,2295,fr FRA,"MF,FW",eng Premier League,23,2002,19.8,2,0,0,30,34,11,20,11,19,1
2296,Mathew Ryan,au AUS,GK,Levante,es La Liga,33.0,1992,36,36,3240,36.0,0,0,0,0,0,0,4,0,0.00,149,au AUS,GK,es La Liga,33,1992,36,36,3240,36.0,56,1.56,176,124,69.9,11,9,16,9,25.0,4,3,1,0,2296,au AUS,GK,es La Liga,33,1992,36.0,0,2,0,0.0,0.06,0.00,0.00,,0,0,2853,au AUS,GK,es La Liga,33,1992,36,3240,90,94.7,36.0,36,90,36,0,,0,1.17,44,56,-12,-0.33,+0.67,2296,au AUS,GK,es La Liga,33,1992,36.0,4,0,0,0,1,0,0,1,1,0
2297,Julian Ryerson,no NOR,MF,Dortmund,de Bundesliga,27.0,1997,31,26,2266,25.2,0,15,15,0,0,0,8,0,0.60,,,,,,,,,,,,,,,,,,,,,,,,,2297,no NOR,MF,de Bundesliga,27,1997,25.2,0,12,1,8.3,0.48,0.04,0.00,0.00,0,0,2854,no NOR,MF,de Bundesliga,27,1997,31,2266,73,74.1,25.2,26,84,15,5,17,2,2.23,48,21,+27,+1.07,+0.05,2297,no NOR,MF,de Bundesliga,27,1997,25.2,8,0,0,26,21,4,250,12,21,0
2298,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,32.0,1992,30,30,2640,29.3,0,0,0,0,0,0,2,0,0.00,150,dk DEN,GK,de Bundesliga,32,1992,30,30,2640,29.3,54,1.84,125,75,61.6,7,8,15,5,16.7,6,6,0,0,2298,dk DEN,GK,de Bundesliga,32,1992,29.3,0,0,0,,0.00,0.00,,,0,0,2855,dk DEN,GK,de Bundesliga,32,1992,30,2640,88,86.3,29.3,30,88,29,0,,0,0.97,33,54,-21,-0.72,-2.22,2298,dk DEN,GK,de Bundesliga,32,1992,29.3,2,0,0,1,3,0,0,1,1,0
2299,Alexander Røssing-Lelesiit,no NOR,"FW,MF",Hamburger SV,de Bundesliga,18.0,2007,11,5,321,3.6,0,1,1,0,0,0,3,1,0.28,,,,,,,,,,,,,,,,,,,,,,,,,2299,no NOR,"FW,MF",de Bundesliga,18,2007,3.6,0,2,2,100.0,0.56,0.56,0.00,0.00,0,0,2856,no NOR,"FW,MF",de Bundesliga,18,2007,11,321,29,10.5,3.6,5,53,0,6,9,4,1.09,1,10,-9,-2.52,-2.36,2299,no NOR,"FW,MF",de Bundesliga,18,2007,3.6,3,1,1,13,7,1,4,1,2,0
2300,José Sá,pt POR,GK,Wolves,eng Premier League,32.0,1993,23,23,2070,23.0,0,0,0,0,0,0,2,0,0.00,151,pt POR,GK,eng Premier League,32,1993,23,23,2070,23.0,37,1.61,99,65,65.7,3,8,12,4,17.4,3,3,0,0,2300,pt POR,GK,eng Premier League,32,1993,23.0,0,0,0,,0.00,0.00,,,0,0,2857,pt POR,GK,eng Premier League,32,1993,23,2070,90,60.5,23.0,23,90,23,0,,11,0.74,20,37,-17,-0.74,+0.86,2300,pt POR,GK,eng Premier League,32,1993,23.0,2,0,0,0,6,0,0,0,0,0
2301,Elias Saad,tn TUN,"MF,FW",Augsburg,de Bundesliga,25.0,1999,10,7,497,5.5,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2301,tn TUN,"MF,FW",de Bundesliga,25,1999,5.5,0,6,3,50.0,1.09,0.54,0.00,0.00,0,0,2858,tn TUN,"MF,FW",de Bundesliga,25,1999,10,497,50,16.2,5.5,7,62,0,3,22,4,1.00,9,14,-5,-0.91,-0.52,2301,tn TUN,"MF,FW",de Bundesliga,25,1999,5.5,1,0,0,8,12,4,9,1,8,0
2302,Idrissa Sabaly,fr FRA,MF,Strasbourg,fr Ligue 1,17.0,2007,1,1,56,0.6,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2302,fr FRA,MF,fr Ligue 1,17,2007,0.6,0,1,0,0.0,1.61,0.00,0.00,,0,0,2859,fr FRA,MF,fr Ligue 1,17,2007,1,56,56,1.8,0.6,1,56,0,0,,1,0.00,0,3,-3,-4.82,-5.24,2302,fr FRA,MF,fr Ligue 1,17,2007,0.6,0,0,0,1,0,0,2,1,1,0
2303,Stefano Sabelli,it ITA,"MF,DF",Genoa,it Serie A,32.0,1993,16,12,913,10.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2303,it ITA,"MF,DF",it Serie A,32,1993,10.1,0,8,0,0.0,0.79,0.00,0.00,,0,0,2860,it ITA,"MF,DF",it Serie A,32,1993,16,913,57,26.7,10.1,12,73,1,4,10,22,1.56,9,10,-1,-0.10,+0.22,2303,it ITA,"MF,DF",it Serie A,32,1993,10.1,0,0,0,6,19,0,27,3,14,1
2304,Abdelhamid Sabiri,ma MAR,MF,Fiorentina,it Serie A,28.0,1996,1,0,27,0.3,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2304,ma MAR,MF,it Serie A,28,1996,0.3,0,1,0,0.0,3.33,0.00,0.00,,0,0,2862,ma MAR,MF,it Serie A,28,1996,1,27,27,0.8,0.3,0,,0,1,27,6,1.00,2,0,+2,+6.67,+6.96,2304,ma MAR,MF,it Serie A,28,1996,0.3,0,0,0,1,1,0,4,0,2,0
2305,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,31.0,1994,26,21,1817,20.2,1,2,3,1,0,0,3,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,2305,at AUT,MF,de Bundesliga,31,1994,20.2,1,20,4,20.0,0.99,0.20,0.05,0.25,0,0,2863,at AUT,MF,de Bundesliga,31,1994,26,1817,70,59.4,20.2,21,83,11,5,16,3,2.04,39,22,+17,+0.84,-0.53,2305,at AUT,MF,de Bundesliga,31,1994,20.2,3,0,0,20,17,3,37,20,19,0
2306,Noah Sadiki,cd COD,MF,Sunderland,eng Premier League,20.0,2004,33,33,2889,32.1,0,1,1,0,0,0,9,0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,2306,cd COD,MF,eng Premier League,20,2004,32.1,0,19,5,26.3,0.59,0.16,0.00,0.00,0,0,2866,cd COD,MF,eng Premier League,20,2004,33,2889,88,84.5,32.1,33,88,26,0,,0,1.52,37,42,-5,-0.16,+0.01,2306,cd COD,MF,eng Premier League,20,2004,32.1,9,0,0,31,40,2,21,33,26,0
2307,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,28.0,1997,20,8,911,10.1,4,2,6,4,0,0,3,0,0.59,,,,,,,,,,,,,,,,,,,,,,,,,2307,ng NGA,FW,es La Liga,28,1997,10.1,4,25,10,40.0,2.47,0.99,0.16,0.40,0,0,2867,ng NGA,FW,es La Liga,28,1997,20,911,46,26.6,10.1,8,79,4,12,23,0,1.65,18,14,+4,+0.40,+0.86,2307,ng NGA,FW,es La Liga,28,1997,10.1,3,0,0,30,19,13,5,1,5,0
2308,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,28.0,1997,5,2,153,1.7,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2308,ng NGA,FW,es La Liga,28,1997,1.7,0,4,0,0.0,2.35,0.00,0.00,,0,0,2868,ng NGA,FW,es La Liga,28,1997,5,153,31,4.5,1.7,2,55,0,3,14,6,0.80,1,2,-1,-0.59,-0.56,2308,ng NGA,FW,es La Liga,28,1997,1.7,1,0,0,2,2,2,1,0,0,0
2309,Alexis Saelemaekers,be BEL,MF,Milan,it Serie A,26.0,1999,35,33,2788,31.0,3,3,6,3,0,0,5,0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,2309,be BEL,MF,it Serie A,26,1999,31.0,3,43,11,25.6,1.39,0.36,0.07,0.27,0,0,2870,be BEL,MF,it Serie A,26,1999,35,2788,80,81.5,31.0,33,83,16,2,32,0,1.74,39,30,+9,+0.29,-0.99,2309,be BEL,MF,it Serie A,26,1999,31.0,5,0,0,26,64,2,82,30,38,0
2310,Matvei Safonov,ru RUS,GK,Paris Saint-Germain,fr Ligue 1,26.0,1999,15,15,1350,15.0,0,0,0,0,0,0,0,0,0.00,152,ru RUS,GK,fr Ligue 1,26,1999,15,15,1350,15.0,14,0.93,53,40,73.6,11,0,4,8,53.3,1,0,1,0,2310,ru RUS,GK,fr Ligue 1,26,1999,15.0,0,0,0,,0.00,0.00,,,0,0,2871,ru RUS,GK,fr Ligue 1,26,1999,15,1350,90,44.1,15.0,15,90,15,0,,15,2.20,38,14,+24,+1.60,+0.49,2310,ru RUS,GK,fr Ligue 1,26,1999,15.0,0,0,0,0,1,0,0,0,0,0
2311,Emir Sahiti,xk KVX,FW,Hamburger SV,de Bundesliga,26.0,1998,2,2,120,1.3,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2311,xk KVX,FW,de Bundesliga,26,1998,1.3,0,0,0,,0.00,0.00,,,0,0,2872,xk KVX,FW,de Bundesliga,26,1998,2,120,60,3.9,1.3,2,60,0,0,,3,0.50,0,1,-1,-0.75,-0.35,2311,xk KVX,FW,de Bundesliga,26,1998,1.3,0,0,0,0,1,0,1,0,0,0
2312,Osame Sahraoui,ma MAR,MF,Lille,fr Ligue 1,24.0,2001,18,4,505,5.6,1,2,3,1,0,0,0,0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,2312,ma MAR,MF,fr Ligue 1,24,2001,5.6,1,12,4,33.3,2.14,0.71,0.08,0.25,0,0,2873,ma MAR,MF,fr Ligue 1,24,2001,18,505,28,16.5,5.6,4,64,0,14,18,3,1.61,12,6,+6,+1.07,+0.75,2312,ma MAR,MF,fr Ligue 1,24,2001,5.6,0,0,0,4,25,1,3,4,3,0
2313,Wesley Saïd,fr FRA,MF,Lens,fr Ligue 1,30.0,1995,29,26,1991,22.1,12,2,14,11,1,1,2,0,0.59,,,,,,,,,,,,,,,,,,,,,,,,,2313,fr FRA,MF,fr Ligue 1,30,1995,22.1,12,60,27,45.0,2.71,1.22,0.18,0.41,1,1,2875,fr FRA,MF,fr Ligue 1,30,1995,29,1991,69,65.1,22.1,26,73,2,3,29,1,2.17,39,21,+18,+0.81,-0.28,2313,fr FRA,MF,fr Ligue 1,30,1995,22.1,2,0,0,37,13,13,22,9,15,0
2314,Allan Saint-Maximin,fr FRA,MF,Lens,fr Ligue 1,28.0,1997,10,2,410,4.6,3,3,6,3,0,0,0,0,1.32,,,,,,,,,,,,,,,,,,,,,,,,,2314,fr FRA,MF,fr Ligue 1,28,1997,4.6,3,21,3,14.3,4.61,0.66,0.14,1.00,0,0,2876,fr FRA,MF,fr Ligue 1,28,1997,10,410,41,13.4,4.6,2,82,1,8,31,0,1.50,14,6,+8,+1.76,+0.97,2314,fr FRA,MF,fr Ligue 1,28,1997,4.6,0,0,0,3,7,1,24,0,0,0
2315,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,23.0,2001,31,25,2222,24.7,7,5,12,6,1,1,2,0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,2315,eng ENG,"FW,MF",eng Premier League,23,2001,24.7,7,71,27,38.0,2.88,1.09,0.08,0.22,1,1,2878,eng ENG,"FW,MF",eng Premier League,23,2001,31,2222,72,65.0,24.7,25,82,15,6,27,1,2.35,46,16,+30,+1.22,+0.16,2315,eng ENG,"FW,MF",eng Premier League,23,2001,24.7,2,0,0,33,54,14,122,16,19,0
2316,Mathis Saka,fr FRA,FW,Toulouse,fr Ligue 1,18.0,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2316,fr FRA,FW,fr Ligue 1,18,2006,0.1,0,0,0,,0.00,0.00,,,0,0,2879,fr FRA,FW,fr Ligue 1,18,2006,1,8,8,0.3,0.1,0,,0,1,8,2,3.00,0,0,0,0.00,-0.03,2316,fr FRA,FW,fr Ligue 1,18,2006,0.1,0,0,0,1,0,0,0,0,0,0
2317,Álex Sala,es ESP,MF,Lecce,it Serie A,24.0,2001,9,2,167,1.9,0,1,1,0,0,0,0,0,0.54,,,,,,,,,,,,,,,,,,,,,,,,,2317,es ESP,MF,it Serie A,24,2001,1.9,0,4,2,50.0,2.16,1.08,0.00,0.00,0,0,2880,es ESP,MF,it Serie A,24,2001,9,167,19,4.9,1.9,2,52,0,7,9,28,0.00,2,6,-4,-2.16,-1.66,2317,es ESP,MF,it Serie A,24,2001,1.9,0,0,0,6,5,0,11,3,2,0
2318,Ibrahim Salah,ma MAR,MF,Rennes,fr Ligue 1,23.0,2001,2,0,35,0.4,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2318,ma MAR,MF,fr Ligue 1,23,2001,0.4,0,1,0,0.0,2.57,0.00,0.00,,0,0,2882,ma MAR,MF,fr Ligue 1,23,2001,2,35,18,1.1,0.4,0,,0,2,18,0,1.50,1,2,-1,-2.57,-2.87,2318,ma MAR,MF,fr Ligue 1,23,2001,0.4,0,0,0,0,2,1,0,0,1,0
2319,Mohamed Salah,eg EGY,MF,Liverpool,eng Premier League,33.0,1992,27,23,2146,23.8,7,7,14,6,1,1,1,0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,2319,eg EGY,MF,eng Premier League,33,1992,23.8,7,68,19,27.9,2.85,0.80,0.09,0.32,1,1,2883,eg EGY,MF,eng Premier League,33,1992,27,2146,79,62.7,23.8,23,87,16,4,39,2,1.67,40,35,+5,+0.21,-0.14,2319,eg EGY,MF,eng Premier League,33,1992,23.8,1,0,0,10,16,14,117,3,12,0
2320,Jan Salas,es ESP,MF,Mallorca,es La Liga,19.0,2005,2,0,17,0.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2320,es ESP,MF,es La Liga,19,2005,0.2,0,0,0,,0.00,0.00,,,0,0,2884,es ESP,MF,es La Liga,19,2005,2,17,9,0.5,0.2,0,,0,2,9,0,0.50,1,1,0,0.00,+0.26,2320,es ESP,MF,es La Liga,19,2005,0.2,0,0,0,0,1,0,0,0,0,0
2321,Kike Salas,es ESP,DF,Sevilla,es La Liga,23.0,2002,26,24,2203,24.5,2,0,2,2,0,0,1,0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,2321,es ESP,DF,es La Liga,23,2002,24.5,2,19,8,42.1,0.78,0.33,0.11,0.25,0,0,2885,es ESP,DF,es La Liga,23,2002,26,2203,85,64.4,24.5,24,90,23,2,26,8,1.00,26,38,-12,-0.49,-0.34,2321,es ESP,DF,es La Liga,23,2002,24.5,1,0,0,31,20,2,10,37,35,0
2322,Manolis Saliakas,gr GRE,MF,St Pauli,de Bundesliga,28.0,1996,17,12,1106,12.3,1,3,4,1,0,0,3,0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,2322,gr GRE,MF,de Bundesliga,28,1996,12.3,1,16,3,18.8,1.30,0.24,0.06,0.33,0,0,2888,gr GRE,MF,de Bundesliga,28,1996,17,1106,65,36.1,12.3,12,81,4,5,27,8,1.12,12,21,-9,-0.73,+0.28,2322,gr GRE,MF,de Bundesliga,28,1996,12.3,3,0,0,4,7,4,44,13,20,0
2323,William Saliba,fr FRA,DF,Arsenal,eng Premier League,24.0,2001,31,30,2614,29.0,1,0,1,1,0,0,2,0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,2323,fr FRA,DF,eng Premier League,24,2001,29.0,1,5,1,20.0,0.17,0.03,0.20,1.00,0,0,2889,fr FRA,DF,eng Premier League,24,2001,31,2614,84,76.4,29.0,30,86,28,1,45,0,2.29,60,20,+40,+1.38,+0.93,2323,fr FRA,DF,eng Premier League,24,2001,29.0,2,0,0,22,16,1,9,15,23,0
2324,José Salinas,es ESP,DF,Espanyol,es La Liga,24.0,2000,11,2,257,2.9,0,0,0,0,0,0,2,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2324,es ESP,DF,es La Liga,24,2000,2.9,0,1,0,0.0,0.35,0.00,0.00,,0,0,2890,es ESP,DF,es La Liga,24,2000,11,257,23,7.5,2.9,2,90,2,9,9,27,1.55,2,9,-7,-2.45,-2.31,2324,es ESP,DF,es La Liga,24,2000,2.9,2,0,0,8,4,0,7,3,2,1
2325,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,26.0,1999,12,12,1080,12.0,1,0,1,1,0,0,3,0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,2325,gh GHA,DF,fr Ligue 1,26,1999,12.0,1,8,2,25.0,0.67,0.17,0.13,0.50,0,0,2891,gh GHA,DF,fr Ligue 1,26,1999,12,1080,90,35.3,12.0,12,90,12,0,,3,1.17,15,21,-6,-0.50,-1.05,2325,gh GHA,DF,fr Ligue 1,26,1999,12.0,3,0,0,17,3,4,0,19,11,1
2326,Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,23.0,2002,26,11,1030,11.4,2,1,3,2,0,0,1,0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,2326,rs SRB,MF,it Serie A,23,2002,11.4,2,25,9,36.0,2.18,0.79,0.08,0.22,0,0,2894,rs SRB,MF,it Serie A,23,2002,26,1030,40,30.1,11.4,11,69,3,15,18,12,1.50,16,14,+2,+0.17,-0.31,2326,rs SRB,MF,it Serie A,23,2002,11.4,1,0,0,17,10,1,68,10,8,0
2327,Mbwana Samatta,tz TAN,FW,Le Havre,fr Ligue 1,32.0,1992,27,17,1542,17.1,2,1,3,2,0,0,4,0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,2327,tz TAN,FW,fr Ligue 1,32,1992,17.1,2,42,16,38.1,2.45,0.93,0.05,0.13,0,0,2895,tz TAN,FW,fr Ligue 1,32,1992,27,1542,57,50.4,17.1,17,73,4,10,30,0,0.96,18,21,-3,-0.18,+0.36,2327,tz TAN,FW,fr Ligue 1,32,1992,17.1,4,0,0,35,20,10,7,4,6,0
2328,Mama Samba Baldé,gw GNB,"FW,MF",Brest,fr Ligue 1,29.0,1995,18,8,716,8.0,2,2,4,2,0,0,0,0,0.50,,,,,,,,,,,,,,,,,,,,,,,,,2328,gw GNB,"FW,MF",fr Ligue 1,29,1995,8.0,2,31,5,16.1,3.90,0.63,0.06,0.40,0,0,2896,gw GNB,"FW,MF",fr Ligue 1,29,1995,18,716,40,23.4,8.0,8,61,0,10,23,0,0.83,7,18,-11,-1.38,-1.34,2328,gw GNB,"FW,MF",fr Ligue 1,29,1995,8.0,0,0,0,12,11,0,3,5,7,0
2329,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,31.0,1994,32,32,2880,32.0,0,0,0,0,0,0,5,0,0.00,153,fr FRA,GK,fr Ligue 1,31,1994,32,32,2880,32.0,44,1.37,123,84,67.5,17,8,7,10,31.3,6,4,2,0,2329,fr FRA,GK,fr Ligue 1,31,1994,32.0,0,0,0,,0.00,0.00,,,0,0,2897,fr FRA,GK,fr Ligue 1,31,1994,32,2880,90,94.1,32.0,32,90,32,0,,0,1.84,57,44,+13,+0.41,+2.41,2329,fr FRA,GK,fr Ligue 1,31,1994,32.0,5,0,0,1,7,0,0,0,1,0
2330,Albert Sambi Lokonga,be BEL,MF,Hamburger SV,de Bundesliga,25.0,1999,26,20,1710,19.0,5,0,5,5,0,0,3,0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,2330,be BEL,MF,de Bundesliga,25,1999,19.0,5,19,11,57.9,1.00,0.58,0.26,0.45,0,0,2898,be BEL,MF,de Bundesliga,25,1999,26,1710,66,55.9,19.0,20,81,9,6,14,1,1.23,29,29,0,0.00,+0.93,2330,be BEL,MF,de Bundesliga,25,1999,19.0,3,0,0,20,27,0,13,13,13,0
2331,Antonio Sanabria,py PAR,FW,Cremonese,it Serie A,29.0,1996,25,10,945,10.5,1,1,2,1,0,0,2,0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,2331,py PAR,FW,it Serie A,29,1996,10.5,1,12,4,33.3,1.14,0.38,0.08,0.25,0,0,2901,py PAR,FW,it Serie A,29,1996,25,945,38,27.6,10.5,10,65,0,15,20,5,1.04,9,12,-3,-0.29,+0.51,2331,py PAR,FW,it Serie A,29,1996,10.5,2,0,0,15,15,6,2,1,2,0
2332,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,25.0,2000,28,22,1788,19.9,4,0,4,2,2,2,4,1,0.10,,,,,,,,,,,,,,,,,,,,,,,,,2332,es ESP,MF,es La Liga,25,2000,19.9,4,48,15,31.3,2.42,0.76,0.04,0.13,2,2,2902,es ESP,MF,es La Liga,25,2000,28,1788,64,52.3,19.9,22,71,2,6,37,0,1.00,17,25,-8,-0.40,-0.02,2332,es ESP,MF,es La Liga,25,2000,19.9,4,1,0,28,28,0,23,3,14,0
2333,Álex Sánchez,es ESP,FW,Elche,es La Liga,19.0,2006,1,0,6,0.1,0,1,1,0,0,0,0,0,15.00,,,,,,,,,,,,,,,,,,,,,,,,,2333,es ESP,FW,es La Liga,19,2006,0.1,0,0,0,,0.00,0.00,,,0,0,2903,es ESP,FW,es La Liga,19,2006,1,6,6,0.2,0.1,0,,0,1,6,2,0.00,1,1,0,0.00,+0.21,2333,es ESP,FW,es La Liga,19,2006,0.1,0,0,0,0,0,0,0,0,1,0
